"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8000","metta-morph_tests.factorial","","Tue Oct 29 19:56:48 GMT 2024","passed","Tue Oct 29 19:56:56 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","INTERSECTION-TESTS.19","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","8000","module-system.c2_spaces","","Tue Oct 29 19:56:48 GMT 2024","passed","Tue Oct 29 19:56:56 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","F1-IMPORTS.15","","Tue Oct 29 20:18:12 GMT 2024","passed","Tue Oct 29 20:18:12 GMT 2024","","QUICK","QUICK",""
"","4","STRING-TESTS.01","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","FIND-ALL-TESTS.03","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","SUPERCOLLAPSE.08","","Tue Oct 29 20:14:20 GMT 2024","passed","Tue Oct 29 20:14:20 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","9000","hyperon-mettalog_sanity.xor_test","","Tue Oct 29 19:56:48 GMT 2024","passed","Tue Oct 29 19:56:57 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","D1-GADT.08","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","4","G1-DOCS.01","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","1","D4-TYPE-PROP.17","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","114","MINIMAL-METTA-TESTS.28","","Tue Oct 29 20:06:19 GMT 2024","failed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","FUNCTIONAL-PROGRAMMING-TESTS.09","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","D2-HIGHERFUNC.11","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","1","00-LANG-CASE.18","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","B5-TYPES-PRELIM.25","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","1","HYPERPOSE-TESTS.02","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","SPACE-SUBTRACTION-TESTS.06","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","C1-GROUNDED-BASIC.05","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","1","SUBTRACTION-TEST.03","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","A3-TWOSIDE.03","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","8000","metta-morph_tests.types","","Tue Oct 29 19:56:48 GMT 2024","passed","Tue Oct 29 19:56:56 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","LIMIT-TESTS.11","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","8000","metta-morph_tests.identity","","Tue Oct 29 19:56:48 GMT 2024","passed","Tue Oct 29 19:56:56 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","D2-HIGHERFUNC.03","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","3","STRING-TESTS.08","","Tue Oct 29 20:06:19 GMT 2024","passed","Tue Oct 29 20:06:19 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","87","F1-IMPORTS.16","","Tue Oct 29 20:03:06 GMT 2024","passed","Tue Oct 29 20:03:06 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
